,imdb_tconst,primary_title,imdb_orig_title,start_year,runtime_minutes,genres,imdb_avg_rating,imdb_numvotes,db_genre_ids,db_id_x,original_language,db_orig_title,db_popularity,release_date_x,db_vote_avg,db_vote_count,production_budget,domestic_gross,worldwide_gross
17852,tt3515578,November,November,2014,1.0,"Documentary,History",6.0,473.0,"[18, 14, 27, 10749]",437583,et,November,2.519,2018-02-23,7.6,38,"$250,000","$191,862","$191,862"
17856,tt3516028,The Passenger,The Passenger,2012,61.0,"Crime,Drama",4.5,180.0,[18],286880,fr,The Passenger,0.6,2014-02-11,6.5,3, , , 
17857,tt3517044,The Free World,The Free World,2016,100.0,"Drama,Romance",6.1,1313.0,"[10749, 18]",371446,en,The Free World,2.5340000000000003,2016-09-23,5.6,18, , , 
17858,tt3517306,Welcome to Curiosity,Welcome to Curiosity,2018,95.0,Thriller,5.3,1127.0,[53],521926,en,Welcome to Curiosity,6.271,2018-08-17,6.0,11, , , 
17859,tt3517984,The Ballerina,The Ballerina,2017,106.0,"Drama,Horror,Thriller",4.4,395.0,"[53, 18, 27]",498596,en,The Ballerina,4.695,2017-10-20,6.2,11, , , 
17861,tt3518096,The Millennials,The Millennials,2015,82.0,"Comedy,Drama,Romance",4.4,71.0,"[10749, 35, 18]",330011,en,The Millennials,0.6,2015-03-10,4.0,1, , , 
17863,tt3518152,Necroland,Necroland,2019,91.0,Action,8.8,5.0,"[28, 18, 27, 9648, 878]",255561,en,Necroland,0.7120000000000001,2015-10-30,0.0,1, , , 
17864,tt3518176,Pearly Gates,Pearly Gates,2015,88.0,Drama,6.3,10.0,[],355737,en,Pearly Gates,0.96,2015-04-26,3.0,1, , , 
17865,tt3518988,Harmontown,Harmontown,2014,101.0,Documentary,7.3,2092.0,[99],253292,en,Harmontown,5.091,2014-03-08,6.8,49, , , 
17866,tt3519048,Looking at the Stars,Olhando para as Estrelas,2016,90.0,Documentary,8.5,15.0,[],409991,en,Looking at the Stars,0.6,2014-01-01,5.0,1, , , 
17867,tt3519772,Burn Country,Burn Country,2016,102.0,"Drama,Thriller,War",4.7,706.0,"[18, 53, 10752]",328796,en,Burn Country,1.459,2016-04-16,5.2,17, , , 
17868,tt3520008,3rd Street Blackout,3rd Street Blackout,2015,87.0,"Comedy,Romance",6.7,34.0,[],339076,en,3rd Street Blackout,0.6,2015-06-13,10.0,1, , , 
17869,tt3520216,Fair Haven,Fair Haven,2016,90.0,Drama,6.8,1395.0,"[10751, 18]",397992,en,Fair Haven,2.287,2017-03-03,6.2,40, , , 
17871,tt3521126,The Disaster Artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",7.4,111737.0,"[35, 18]",371638,en,The Disaster Artist,13.27,2017-12-01,7.2,1895,"$10,000,000","$21,120,616","$28,717,667"
17873,tt3521134,The Look of Silence,The Look of Silence,2014,103.0,"Biography,Documentary,History",8.3,10162.0,"[36, 99]",267480,en,The Look of Silence,7.95,2014-08-30,8.1,135, , , 
17875,tt3521164,Moana,Moana,2016,107.0,"Adventure,Animation,Comedy",7.6,224253.0,[99],94727,en,Moana,1.96,2015-11-13,6.5,16,"$150,000,000","$248,757,044","$637,517,365"
17878,tt3521306,A Good Wife,Dobra zena,2016,90.0,Drama,6.8,554.0,[18],371459,sr,Dobra žena,1.263,2016-01-26,6.9,11, , , 
17879,tt3521976,Oxenfree,Oxenfree,2016,93.0,"Adventure,Comedy,Drama",6.5,30.0,"[12, 35, 18, 14]",423541,en,Oxenfree,0.6,2016-10-25,9.0,1, , , 
17881,tt3522000,The Caretakers,The Caretakers,2014,102.0,Thriller,5.2,56.0,"[27, 53]",279153,en,The Caretakers,0.6,2014-06-28,4.0,1, , , 
17882,tt3522198,Unlisted Owner,Unlisted Owner,2013,74.0,"Drama,Horror,Thriller",3.7,161.0,"[18, 27]",499141,en,Unlisted Owner,0.878,2014-01-26,1.0,1, , , 
17884,tt3522566,"From Iran, a Separation","Az Iran, yek jodaee",2013,52.0,Documentary,7.2,64.0,[99],307381,fa,"Az Iran, yek jodaee",0.6,2011-09-04,8.7,6, , , 
17885,tt3522806,Mechanic: Resurrection,Mechanic: Resurrection,2016,98.0,"Action,Adventure,Thriller",5.7,67275.0,"[28, 80, 53]",278924,en,Mechanic: Resurrection,16.302,2016-08-26,5.6,1929,"$40,000,000","$21,218,403","$109,738,840"
17886,tt3523852,Don't Look in the Basement 2,Don't Look in the Basement 2,2015,88.0,"Horror,Thriller",3.9,336.0,"[53, 27]",372463,en,Don't Look in the Basement 2,2.0780000000000003,2015-04-10,3.9,8, , , 
17887,tt3524346,Terrordactyl,Terrordactyl,2016,95.0,"Action,Adventure,Comedy",4.3,440.0,"[28, 35, 878]",382638,en,Terrordactyl,1.704,2016-06-16,4.6,16, , , 
17888,tt3524578,Natural Resistance,Natural Resistance,2014,85.0,Documentary,6.2,56.0,[99],256214,en,Natural Resistance,1.4,2014-02-18,6.0,3, , , 
17889,tt3525678,Happy End?!,Happy End?!,2014,86.0,"Drama,Romance",4.9,164.0,[18],315890,de,Happy End?!,0.7490000000000001,2015-01-06,4.0,2, , , 
17890,tt3526120,Uncertain Terms,Uncertain Terms,2014,75.0,"Comedy,Drama",5.8,313.0,[18],273914,en,Uncertain Terms,0.6,2014-06-14,6.3,6, , , 
17891,tt3526286,#Horror,#Horror,2015,101.0,"Crime,Drama,Horror",3.0,3092.0,"[18, 9648, 27, 53]",301325,de,#Horror,6.099,2015-11-20,3.3,102,"$1,500,000",$0,$0
17892,tt3526408,Yellowbird,"Gus - Petit oiseau, grand voyage",2014,90.0,"Adventure,Animation,Comedy",5.5,1143.0,"[16, 10751, 35]",292795,en,"Gus - Petit oiseau, grand voyage",8.134,2014-12-05,5.4,27, , , 
17893,tt3526462,Honeyspider,Honeyspider,2014,76.0,"Horror,Thriller",3.4,125.0,"[53, 27]",291336,en,Honeyspider,0.6,2014-10-18,2.0,1, , , 
17894,tt3526622,Slay Belles,Slay Belles,2018,77.0,"Adventure,Horror",4.1,179.0,"[27, 12]",338598,en,Slay Belles,1.659,2018-12-04,5.3,2, , , 
17895,tt3526706,Chevalier,Chevalier,2015,105.0,"Comedy,Drama",6.3,3574.0,"[18, 35]",314220,el,Chevalier,3.633,2016-05-27,5.9,38, , , 
17897,tt3527476,Throuple,Throuple,2015,97.0,"Comedy,Drama",5.9,34.0,[],510762,en,Throuple,0.6,2015-11-10,6.0,1, , , 
17898,tt3527772,Krampus: The Devil Returns,Krampus: The Devil Returns,2016,83.0,"Action,Horror,Thriller",1.7,441.0,"[53, 28, 27]",419548,en,Krampus: The Devil Returns,1.615,2016-10-04,3.0,20, , , 
17899,tt3528092,Hidden Colors 3: The Rules of Racism,Hidden Colors 3: The Rules of Racism,2014,144.0,Documentary,7.2,314.0,[99],276913,en,Hidden Colors 3: The Rules of Racism,0.968,2014-06-26,10.0,4, , , 
17900,tt3528342,Albert,Albert,2014,14.0,"Biography,Documentary,History",6.0,473.0,"[16, 10751]",429657,en,Albert,1.168,2016-12-10,7.0,2, , , 
17903,tt3528756,The Incident,El incidente,2014,100.0,"Horror,Sci-Fi,Thriller",6.4,2241.0,"[27, 53]",96648,en,The Incident,3.35,2012-05-04,5.8,44, , , 
17905,tt3528874,Questioning Darwin,Questioning Darwin,2014,59.0,Documentary,5.3,438.0,[99],248888,en,Questioning Darwin,0.6,2014-02-10,6.5,2, , , 
17906,tt3528906,Our RoboCop Remake,Our RoboCop Remake,2014,108.0,"Action,Animation,Comedy",6.5,305.0,"[35, 28, 80, 878]",254251,en,Our RoboCop Remake,2.405,2014-01-26,6.7,9, , , 
17907,tt3529198,My Little Pony: Equestria Girls - Rainbow Rocks,My Little Pony: Equestria Girls - Rainbow Rocks,2014,75.0,"Adventure,Animation,Comedy",6.9,2266.0,"[10751, 16, 10402]",292177,en,My Little Pony: Equestria Girls - Rainbow Rocks,6.909,2014-09-27,7.2,30, , , 
17908,tt3529260,We Are Kings,We Are Kings,2014,90.0,Musical,7.2,58.0,"[35, 10402]",293155,en,We Are Kings,0.6,2014-09-19,6.0,1, , , 
17909,tt3529344,The Tank,The Tank,2017,85.0,Thriller,4.0,303.0,[],456538,en,The Tank,1.105,2017-12-31,7.3,4, , , 
17911,tt3529612,River of Fundament,River of Fundament,2014,319.0,Drama,7.3,142.0,[],255615,en,River of Fundament,0.8079999999999999,2014-02-12,6.2,5, , , 
17912,tt3529656,Meadowland,Meadowland,2015,105.0,Drama,5.8,3461.0,[18],328869,en,Meadowland,4.7330000000000005,2015-10-16,6.2,62, , , 
17913,tt3529986,Proud Citizen,Proud Citizen,2014,89.0,"Comedy,Drama",7.9,16.0,[],317955,en,Proud Citizen,0.6,2014-07-27,5.0,1, , , 
17914,tt3530002,The Night Before,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy",6.4,58455.0,[35],296100,en,The Night Before,9.014,2015-11-20,6.1,956,"$25,000,000","$43,035,725","$52,427,346"
17920,tt3530146,Coffee Shop,Coffee Shop,2014,88.0,"Comedy,Drama,Romance",5.8,1712.0,"[10749, 35]",308143,en,Coffee Shop,1.8230000000000002,2014-11-12,6.1,39, , , 
17922,tt3530170,Pauly Shore Stands Alone,Pauly Shore Stands Alone,2014,87.0,"Biography,Comedy,Documentary",7.0,210.0,[99],300763,en,Pauly Shore Stands Alone,0.6,2014-12-04,6.0,2, , , 
17923,tt3530344,Jedi Junior High,Jedi Junior High,2014,75.0,"Comedy,Documentary,Family",5.9,99.0,[99],426224,en,Jedi Junior High,0.6,2015-11-19,7.0,4, , , 
17924,tt3530690,"10,000 Days","10,000 Days",2014,91.0,Sci-Fi,2.7,579.0,[878],293082,en,"10,000 Days",1.672,2014-11-23,2.8,9, , , 
17925,tt3530896,ToY,ToY,2016,93.0,"Drama,Romance",5.7,405.0,"[10749, 53]",355772,en,ToY,1.1340000000000001,2015-08-22,6.4,8, , , 
17926,tt3531176,Big Sonia,Big Sonia,2016,93.0,"Documentary,Family,History",7.5,377.0,[99],465550,en,Big Sonia,0.74,2017-11-17,9.3,4, , , 
17928,tt3531202,Pilgrimage,Pilgrimage,2017,96.0,"Adventure,Drama,Mystery",5.8,3641.0,"[28, 12, 18]",340442,en,Pilgrimage,7.297999999999999,2017-08-11,5.9,126, , , 
17930,tt3531260,Hot Air,Hot Air,2016,90.0,"Comedy,Drama",8.8,63.0,"[18, 35]",348373,en,Hot Air,0.667,2016-10-15,6.0,2, , , 
17932,tt3531790,The Amazing Nina Simone,The Amazing Nina Simone,2015,110.0,"Biography,Documentary,History",7.1,53.0,"[36, 99, 10402]",362267,en,The Amazing Nina Simone,0.6,2015-10-16,7.3,3, , , 
17933,tt3532216,American Made,American Made,2017,115.0,"Action,Biography,Comedy",7.2,131043.0,"[28, 80]",337170,en,American Made,16.748,2017-09-29,6.7,2188,"$50,000,000","$51,342,000","$135,569,212"
17935,tt3532544,Creepers,Creepers,2014,93.0,Horror,6.1,237.0,[],330437,en,Creepers,0.6,2014-10-01,4.0,1, , , 
17936,tt3534282,Don Verdean,Don Verdean,2015,90.0,"Adventure,Comedy,Drama",5.4,4295.0,[35],309298,en,Don Verdean,5.755,2015-12-11,4.5,64, , , 
17938,tt3538666,Blood Is Blood,Blood Is Blood,2016,80.0,"Horror,Thriller",3.9,191.0,[],418327,en,Blood Is Blood,1.133,2016-09-02,5.5,6, , , 
17939,tt3539664,Dior and I,Dior et moi,2014,90.0,Documentary,7.3,3192.0,[99],261860,fr,Dior et moi,4.726,2015-04-10,7.5,78, , , 
17940,tt3539930,Knightmare,Knightmare,2014,91.0,Horror,3.6,18.0,[],299548,en,Knightmare,0.6,2014-11-18,4.0,1, , , 
17941,tt3540474,In Real Life,In Real Life,2014,65.0,"Comedy,Drama,Mystery",5.4,8.0,"[53, 35, 18]",316327,en,In Real Life,0.6,2015-01-01,10.0,1, , , 
17943,tt3541080,Pod,Pod,2015,76.0,"Horror,Mystery,Sci-Fi",4.4,3126.0,"[27, 9648, 53]",323366,en,Pod,4.4110000000000005,2015-03-16,4.2,60, , , 
17944,tt3541124,Kill That Bitch,Kill That Bitch,2014,68.0,Horror,4.5,162.0,[],303702,en,Kill That Bitch,0.718,2014-02-04,5.4,4, , , 
17945,tt3543258,A Sunday Horse,A Sunday Horse,2016,108.0,"Biography,Family",6.2,744.0,"[18, 10751]",382951,en,A Sunday Horse,2.9,2016-02-15,6.5,31, , , 
17946,tt3543918,The Second Coming of Christ,The Second Coming of Christ,2018,92.0,"Action,Drama,Family",4.7,322.0,[],494031,en,The Second Coming of Christ,1.256,2018-03-06,1.0,1, , , 
17947,tt3544014,Akron,Akron,2015,88.0,"Drama,Romance",6.4,1286.0,"[10749, 18]",361018,en,Akron,4.184,2015-10-06,6.3,44, , , 
17948,tt3544048,A Year in Champagne,A Year in Champagne,2014,82.0,Documentary,6.5,404.0,[99],267091,en,A Year in Champagne,1.0070000000000001,2014-02-01,6.4,7, , , 
17949,tt3544082,45 Years,45 Years,2015,91.0,"Drama,Romance",7.1,27914.0,"[18, 10749]",311291,en,45 Years,15.068,2015-12-23,6.5,428, , , 
17950,tt3544112,Sing Street,Sing Street,2016,106.0,"Comedy,Drama,Music",8.0,74651.0,"[35, 10749, 18, 10402]",369557,en,Sing Street,10.102,2016-04-15,8.0,1202, , , 
17951,tt3544218,Belgica,Belgica,2016,127.0,Drama,6.7,3695.0,[18],330697,nl,Belgica,5.279,2016-01-21,6.0,65, , , 
17952,tt3544362,The Daniel Connection,The Daniel Connection,2015,91.0,"Mystery,Thriller",5.0,43.0,"[9648, 53]",496195,en,The Daniel Connection,0.84,2015-03-01,6.0,1, , , 
17953,tt3544506,The 46ers,The 46ers,2015,65.0,Documentary,8.4,9.0,[99],527653,en,The 46ers,0.632,2015-08-29,10.0,1, , , 
17954,tt3544654,90210 Shark Attack,90210 Shark Attack,2014,75.0,"Drama,Horror,Sci-Fi",1.8,190.0,"[878, 27]",303267,en,90210 Shark Attack,1.671,2015-02-17,1.8,11, , , 
17955,tt3546114,Anatomy of a Love Seen,Anatomy of a Love Seen,2014,80.0,"Drama,Romance",4.7,2261.0,"[10749, 18]",286817,en,Anatomy of a Love Seen,7.746,2014-07-28,4.9,76, , , 
17956,tt3546802,Within These Walls,Within These Walls,2015,95.0,Horror,3.9,98.0,[27],488468,en,Within These Walls,0.6,2015-09-26,5.3,3, , , 
17957,tt3547682,What We Become,Sorgenfri,2015,85.0,"Horror,Thriller",5.6,2993.0,"[27, 53]",356326,da,Sorgenfri,5.184,2015-09-29,5.7,78, , , 
17958,tt3548328,Dog Days,Dog Days,2013,75.0,Documentary,8.5,10.0,"[35, 10749]",477510,en,Dog Days,9.503,2018-08-24,6.7,92, , , 
17962,tt3548442,Happy Camp,Happy Camp,2014,75.0,"Horror,Thriller",3.6,298.0,"[27, 53]",261071,en,Happy Camp,1.462,2014-03-25,4.4,8, , , 
17963,tt3548948,Sex and Broadcasting,Sex and Broadcasting,2014,76.0,"Biography,Comedy,Documentary",6.7,78.0,"[99, 10402]",303835,en,Sex and Broadcasting,2.569,2014-11-15,7.3,4, , , 
17964,tt3548962,Freeway: Crack in the System,Freeway: Crack in the System,2015,103.0,"Biography,Crime,Documentary",7.1,657.0,[99],298432,en,Freeway: Crack in the System,1.8530000000000002,2014-10-24,7.5,10, , , 
17965,tt3549474,River City Panic,River City Panic,2015,65.0,"Adventure,Comedy,Horror",5.6,46.0,"[12, 35, 14]",331473,en,River City Panic,0.6,2015-03-20,6.0,2, , , 
17966,tt3549508,Nas: Time Is Illmatic,Time Is Illmatic,2014,74.0,"Biography,Documentary,Music",7.1,2532.0,"[99, 10402]",256503,en,Nas: Time Is Illmatic,2.193,2014-04-04,7.3,38, , , 
17967,tt3549656,Chasing the Devil,Chasing the Devil,2014,84.0,Horror,5.0,560.0,[27],259246,en,Chasing the Devil,3.009,2014-03-07,4.0,13, , , 
17969,tt3550078,Aimy in a Cage,Aimy in a Cage,2015,79.0,"Drama,Fantasy,Sci-Fi",5.5,624.0,"[18, 14, 878]",358238,en,Aimy in a Cage,2.885,2016-01-08,4.8,10, , , 
17970,tt3550902,6 Ways to Die,6 Ways to Die,2015,103.0,"Crime,Mystery,Thriller",4.1,797.0,"[53, 28, 80]",346079,en,6 Ways to Die,1.889,2015-07-31,4.8,13, , , 
17971,tt3551074,20 Moves,20 Moves,2014,90.0,"Biography,Documentary,History",7.6,17.0,"[99, 36]",391000,en,20 Moves,1.177,2015-01-07,5.0,1, , , 
17972,tt3551400,Unnatural,Unnatural,2015,89.0,"Action,Horror,Sci-Fi",4.0,1590.0,"[28, 27, 53]",356483,en,Unnatural,4.652,2015-10-16,4.3,22,"$3,000,000",$0,$0
17973,tt3551954,Raiders!: The Story of the Greatest Fan Film Ever Made,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,106.0,Documentary,6.9,1720.0,[99],329697,en,Raiders!: The Story of the Greatest Fan Film Ever Made,1.459,2015-03-14,7.2,31, , , 
17975,tt3553378,Sugar Mountain,Sugar Mountain,2016,106.0,"Drama,Thriller",5.5,3031.0,"[18, 53]",423377,en,Sugar Mountain,5.952999999999999,2016-12-09,5.1,49, , , 
17977,tt3553388,Yakona,Yakona,2014,85.0,"Documentary,History",7.8,34.0,[99],255370,en,Yakona,0.6,2014-03-11,5.0,1, , , 
17978,tt3553414,Designer Pups,Designer Pups,2015,83.0,Family,4.3,63.0,[],327260,en,Designer Pups,0.6,2015-10-23,0.0,1, , , 
17979,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama",6.6,46265.0,"[10752, 35]",279641,en,Whiskey Tango Foxtrot,8.564,2016-03-04,6.2,596,"$35,000,000","$23,083,334","$25,350,747"
17980,tt3553976,Captain Fantastic,Captain Fantastic,2016,118.0,"Comedy,Drama",7.9,159329.0,"[12, 35, 18]",334533,en,Captain Fantastic,14.883,2016-07-08,8.0,3445, , , 
17981,tt3554164,Alison's Choice,Alison's Choice,2015,92.0,"Comedy,Drama,Family",5.3,109.0,[18],488596,en,Alison's Choice,1.136,2015-06-27,3.0,1, , , 
17982,tt3554418,Khoobsurat,Khoobsurat,2014,130.0,"Comedy,Romance",6.4,6811.0,"[35, 10749]",291157,hi,खूबसूरत,4.768,2014-09-19,6.8,66, , , 
17983,tt3555514,The Griddle House,The Griddle House,2018,86.0,Drama,5.5,60.0,[18],545816,en,The Griddle House,2.145,2018-07-03,5.3,3, , , 
17984,tt3556584,Live,Raivu,2014,105.0,"Horror,Thriller",5.2,140.0,"[27, 53]",550108,en,Live,1.2890000000000001,2018-09-18,1.0,1, , , 
17989,tt3557346,Las muertes chiquitas,Las muertes chiquitas,2013,91.0,Documentary,6.0,473.0,[99],472360,es,Las muertes chiquitas,0.6,2013-10-08,5.0,1, , , 
17990,tt3557464,Print the Legend,Print the Legend,2014,100.0,"Biography,Documentary,Drama",7.1,1692.0,[99],253266,en,Print the Legend,1.881,2014-03-09,7.2,28, , , 
17991,tt3558546,Carb-Loaded: A Culture Dying to Eat,Carb-Loaded: A Culture Dying to Eat,2014,75.0,"Documentary,News",7.6,189.0,[99],296231,en,Carb-Loaded: A Culture Dying to Eat,0.6,2014-09-25,8.2,3, , , 
17992,tt3559570,2Survive,2Survive,2015,94.0,"Action,Adventure,Drama",5.1,184.0,"[53, 12, 18]",339002,en,2Survive,1.4909999999999999,2015-05-05,4.8,6, , , 
17993,tt3560148,"Fear, Inc.","Fear, Inc.",2016,90.0,"Action,Comedy,Horror",5.6,4013.0,"[27, 35, 53]",392058,en,"Fear, Inc.",7.566,2016-04-15,5.6,79, , , 
17994,tt3560166,Survival Knife,Survival Knife,2016,90.0,"Horror,Thriller",3.6,69.0,"[53, 27]",379649,en,Survival Knife,0.669,2016-01-26,4.0,1, , , 
17995,tt3560546,Dead Girls,Dead Girls,2014,91.0,"Horror,Thriller",3.4,150.0,[27],294083,en,Dead Girls,1.676,2014-09-21,3.7,6, , , 
17996,tt3560658,Operation Rogue,Operation Rogue,2014,88.0,"Action,Crime,Thriller",4.4,517.0,[28],289535,en,Operation Rogue,1.9280000000000002,2014-01-01,5.1,7, , , 
17997,tt3560704,A Woman as a Friend,Una donna per amica,2014,88.0,Comedy,5.4,503.0,"[10749, 35]",257314,it,Una donna per amica,6.127999999999999,2014-10-04,5.4,89, , , 
17998,tt3561204,Friends Don't Let Friends,Friends Don't Let Friends,2017,84.0,"Horror,Thriller",2.9,129.0,"[53, 27]",487428,en,Friends Don't Let Friends,0.6,2017-11-28,3.3,4, , , 
17999,tt3561236,Containment,Containment,2015,77.0,"Horror,Sci-Fi,Thriller",4.9,1928.0,"[53, 27, 878]",347548,en,Containment,2.002,2015-08-01,5.0,48, , , 
18001,tt3562144,Zion,Zion,2012,91.0,Drama,6.0,473.0,[],166662,en,Zion,0.625,2011-10-01,10.0,1, , , 
18007,tt3562286,The Arrival,The Arrival,2014,45.0,Sci-Fi,4.2,15.0,[],401867,en,The Arrival,0.6,2016-05-10,7.0,4, , , 
18008,tt3562572,Being George Clooney,Being George Clooney,2016,88.0,Documentary,6.6,235.0,[99],403011,en,Being George Clooney,0.6,2016-02-06,6.0,8, , , 
18009,tt3562786,Uncaged,Uncaged,2016,95.0,"Comedy,Horror,Thriller",4.2,1361.0,"[27, 35, 53]",340187,en,Uncaged,2.41,2016-02-06,3.9,19, , , 
18010,tt3562852,Death in the Desert,Death in the Desert,2015,83.0,"Action,Adventure,Crime",4.4,55.0,[],382996,en,Death in the Desert,0.882,2015-10-09,4.0,1, , , 
18012,tt3562966,Tear Me Apart,Tear Me Apart,2015,86.0,"Horror,Romance,Thriller",4.6,230.0,"[53, 27, 10749]",404413,en,Tear Me Apart,1.765,2016-07-01,5.5,4, , , 
18013,tt3563262,Submergence,Submergence,2017,112.0,"Drama,Romance,Thriller",5.4,5480.0,"[18, 53, 10749]",375327,en,Submergence,9.637,2018-04-13,5.2,101, , , 
18014,tt3563342,The Middle of X,The Middle of X,2018,81.0,Drama,4.6,119.0,[18],549218,en,The Middle of X,2.648,2018-09-18,5.0,3, , , 
18015,tt3563454,Game Changer,Game Changer,2014,22.0,"Biography,Documentary",6.0,473.0,[16],547973,en,Game Changer,0.669,2018-06-23,7.0,1, , , 
18018,tt3563782,Underwater Dreams,Underwater Dreams,2014,86.0,"Documentary,History,News",7.8,77.0,"[36, 99]",276904,en,Underwater Dreams,0.6,2014-07-11,5.0,1, , , 
18019,tt3564122,Arise from Darkness,Arise from Darkness,2016,90.0,Thriller,7.5,592.0,[],433385,en,Arise from Darkness,0.6,2017-01-16,2.0,1, , , 
18020,tt3564200,Tooken,Tooken,2015,80.0,"Action,Comedy",3.6,1388.0,"[28, 35]",337663,en,Tooken,2.54,2015-05-26,4.3,34, , , 
18021,tt3564472,Girls Trip,Girls Trip,2017,122.0,"Comedy,Drama",6.2,29321.0,[35],417870,en,Girls Trip,8.589,2017-07-21,6.8,968,"$28,000,000","$115,108,515","$140,886,353"
18022,tt3564794,Welcome to Happiness,Welcome to Happiness,2015,108.0,"Comedy,Drama,Fantasy",6.1,507.0,"[14, 35, 18]",340255,en,Welcome to Happiness,1.0,2015-04-27,4.9,5, , , 
18023,tt3565472,The Nobodies,The Nobodies,2017,86.0,"Comedy,Drama,Horror",6.9,25.0,"[27, 18, 35]",350083,en,The Nobodies,0.741,2018-10-06,7.0,2, , , 
18024,tt3565836,American Beast,Solitude,2014,89.0,"Action,Comedy,Horror",3.9,210.0,[27],402515,pt,Solitude,0.623,2014-10-21,2.7,8, , , 
18025,tt3566564,The Current: Explore the Healing Powers of the Ocean,The Current: Explore the Healing Powers of the Ocean,2014,46.0,"Action,Adventure,Documentary",6.0,473.0,[99],270995,en,The Current: Explore the Healing Powers of the Ocean,0.6,2014-02-01,5.3,2, , , 
18026,tt3566788,Songs My Brothers Taught Me,Songs My Brothers Taught Me,2015,98.0,Drama,6.8,642.0,[18],308640,en,Songs My Brothers Taught Me,2.1519999999999997,2015-01-27,6.9,16, , , 
18027,tt3566812,Party Time Party Time,Party Time Party Time,2013,97.0,Comedy,6.7,31.0,[35],284933,en,Party Time Party Time,0.6,2013-05-27,3.0,2, , , 
18028,tt3566920,The Other Side of the Door,The Other Side of the Door,2014,90.0,Drama,3.8,5.0,"[53, 27]",364116,en,The Other Side of the Door,9.078,2016-03-11,5.3,470,"$5,000,000","$3,000,342","$12,905,107"
18030,tt3567194,Red Dog: True Blue,Red Dog: True Blue,2016,88.0,"Comedy,Drama,Family",6.4,1418.0,"[35, 18, 10751]",403570,en,Red Dog: True Blue,5.795,2017-01-22,6.5,40, , , 
18031,tt3567200,The Great Invisible,The Great Invisible,2014,92.0,Documentary,6.6,491.0,[99],253262,en,The Great Invisible,1.21,2014-03-09,6.7,9, , , 
18032,tt3567666,Stratton,Stratton,2017,94.0,"Action,Thriller",4.8,3715.0,"[28, 53]",348389,en,Stratton,6.945,2018-01-05,4.9,124, , , 
18033,tt3569014,Campaign of Hate: Russia and Gay Propaganda,Campaign of Hate: Russia and Gay Propaganda,2014,78.0,"Documentary,News",6.1,74.0,[99],305019,en,Campaign of Hate: Russia and Gay Propaganda,0.6,2014-06-22,10.0,2, , , 
18034,tt3569326,Hollidaysburg,Hollidaysburg,2014,88.0,Comedy,5.7,907.0,[35],293880,en,Hollidaysburg,1.273,2014-09-19,5.9,19, , , 
18035,tt3569356,Not Cool,Not Cool,2014,93.0,"Comedy,Drama,Romance",4.5,5089.0,[35],292483,en,Not Cool,2.246,2014-09-23,4.2,50,"$800,000","$35,688","$35,688"
18036,tt3569374,The Midnight Swim,The Midnight Swim,2014,84.0,"Drama,Horror,Mystery",5.2,747.0,"[9648, 18]",277687,en,The Midnight Swim,3.148,2015-06-26,5.1,14, , , 
18037,tt3570908,How the Sky Will Melt,How the Sky Will Melt,2015,90.0,"Drama,Horror",5.9,16.0,"[9648, 18, 27]",335633,en,How the Sky Will Melt,0.6,2015-09-01,5.0,1, , , 
18038,tt3571882,Neruda,Neruda,2014,100.0,"Action,Drama,History",5.1,44.0,[18],351454,es,Neruda,7.285,2016-09-04,6.3,129, , , 
18040,tt3573136,Justice,Justice,2015,91.0,Action,6.0,473.0,[37],453807,en,Justice,3.464,2017-09-15,4.1,15, , , 
18044,tt3573598,London Road,London Road,2015,91.0,"Musical,Mystery,Thriller",5.3,1719.0,"[12, 10402, 9648, 53]",328483,en,London Road,2.38,2017-02-28,6.5,15, , , 
18045,tt3573796,Kounterclockwise in Forever-Land,Kounterclockwise in Forever-Land,2014,57.0,"Animation,Comedy,Music",7.5,10.0,"[16, 35, 10402, 878]",429187,en,Kounterclockwise in Forever-Land,0.6,2014-03-09,8.0,2, , , 
